country,year,years_since_2015,attack_type,target_industry,financial_loss_million,affected_users,loss_per_user_usd,attack_source,vulnerability_type,defense_mechanism,impact_level,resolution_time_hours,cluster,risk_profile
France,2018,3,SQL Injection,IT,63.56,3324,19121.54,Unattributed,Zero-day,Encryption,Medium,65.0,0,High-Loss Targeted Events - DDoS-Led
India,2018,3,Malware,Education,41.28,197323,209.2,Hacker Group,Social Engineering,Antivirus,Low,47.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2023,8,Malware,Banking,25.7,993215,25.88,Nation-state,Zero-day,AI-based Detection,High,56.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2022,7,SQL Injection,Retail,6.61,351048,18.83,Insider,Unpatched Software,VPN,Low,57.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2020,5,Phishing,Retail,17.99,36963,486.7,Insider,Zero-day,VPN,Low,54.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2016,1,Phishing,Government,59.95,417253,143.68,Insider,Weak Passwords,VPN,Medium,16.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2016,1,Ransomware,IT,43.88,588421,74.57,Nation-state,Unpatched Software,Encryption,Medium,72.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2024,9,Phishing,Banking,66.65,170892,390.01,Unattributed,Zero-day,AI-based Detection,Medium,47.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2023,8,DDoS,Banking,78.71,315219,249.7,Unattributed,Social Engineering,Antivirus,High,30.0,0,High-Loss Targeted Events - DDoS-Led
UK,2017,2,DDoS,Education,40.18,148447,270.67,Insider,Zero-day,AI-based Detection,Low,39.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2023,8,Malware,IT,22.24,946994,23.48,Unattributed,Zero-day,VPN,High,13.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2023,8,DDoS,Government,17.69,799380,22.13,Unattributed,Weak Passwords,AI-based Detection,High,57.0,1,Widespread Low-Loss Events - Phishing-Led
UK,2015,0,Ransomware,Banking,32.0,712739,44.9,Nation-state,Weak Passwords,Antivirus,Medium,17.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2024,9,Malware,IT,47.13,471379,99.98,Unattributed,Unpatched Software,AI-based Detection,Low,67.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2020,5,Malware,Healthcare,24.78,275619,89.91,Nation-state,Weak Passwords,Antivirus,Low,4.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2017,2,DDoS,Education,98.61,992029,99.4,Nation-state,Unpatched Software,VPN,High,26.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2017,2,DDoS,Healthcare,90.38,316136,285.89,Hacker Group,Zero-day,VPN,High,22.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2017,2,Ransomware,Telecommunications,49.72,578125,86.0,Insider,Social Engineering,Firewall,Medium,71.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2016,1,DDoS,Government,26.97,976849,27.61,Hacker Group,Weak Passwords,VPN,High,12.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2022,7,DDoS,IT,74.59,281698,264.79,Insider,Social Engineering,Encryption,High,18.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2022,7,Malware,Telecommunications,32.6,363166,89.77,Unattributed,Unpatched Software,Antivirus,Low,38.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2015,0,Ransomware,IT,74.03,597723,123.85,Unattributed,Zero-day,Encryption,Medium,48.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2020,5,Ransomware,Government,21.92,74407,294.6,Unattributed,Unpatched Software,Antivirus,Low,48.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2022,7,DDoS,Banking,84.09,153829,546.65,Hacker Group,Weak Passwords,VPN,High,6.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2015,0,Ransomware,Retail,46.96,672033,69.88,Hacker Group,Social Engineering,Antivirus,Medium,2.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2015,0,Man-in-the-Middle,Telecommunications,95.8,23469,4081.98,Insider,Zero-day,Firewall,High,64.0,0,High-Loss Targeted Events - DDoS-Led
France,2017,2,Phishing,Healthcare,4.87,388325,12.54,Nation-state,Social Engineering,AI-based Detection,Low,39.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2022,7,Phishing,Banking,64.31,120789,532.42,Nation-state,Zero-day,Encryption,Medium,36.0,0,High-Loss Targeted Events - DDoS-Led
France,2020,5,Malware,Telecommunications,18.38,246900,74.44,Hacker Group,Zero-day,AI-based Detection,Low,34.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2024,9,Malware,Education,72.35,132726,545.11,Hacker Group,Zero-day,Firewall,Medium,55.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2018,3,Malware,Education,6.63,274509,24.15,Hacker Group,Zero-day,Encryption,Low,20.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2021,6,DDoS,Education,80.26,276593,290.17,Nation-state,Social Engineering,Encryption,High,36.0,0,High-Loss Targeted Events - DDoS-Led
USA,2021,6,Malware,Retail,71.11,961868,73.93,Hacker Group,Unpatched Software,Antivirus,High,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2024,9,Ransomware,Telecommunications,7.32,179156,40.86,Nation-state,Social Engineering,AI-based Detection,Low,34.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2017,2,SQL Injection,IT,53.39,576110,92.67,Insider,Unpatched Software,Antivirus,Medium,37.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2018,3,DDoS,Healthcare,67.27,335628,200.43,Hacker Group,Weak Passwords,Antivirus,Medium,20.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2016,1,Ransomware,Education,29.89,385363,77.56,Unattributed,Unpatched Software,Firewall,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2022,7,Malware,Government,84.15,849745,99.03,Hacker Group,Social Engineering,Antivirus,High,51.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2017,2,DDoS,IT,9.01,617543,14.59,Unattributed,Zero-day,Antivirus,Medium,43.0,1,Widespread Low-Loss Events - Phishing-Led
India,2023,8,Phishing,Telecommunications,11.72,512291,22.88,Insider,Zero-day,AI-based Detection,Medium,51.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2017,2,Malware,Banking,99.22,660182,150.29,Insider,Weak Passwords,AI-based Detection,High,21.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2023,8,Man-in-the-Middle,Banking,20.15,376174,53.57,Unattributed,Social Engineering,Firewall,Low,43.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2023,8,Man-in-the-Middle,Telecommunications,87.83,547719,160.36,Unattributed,Weak Passwords,AI-based Detection,High,22.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2015,0,Malware,Healthcare,90.91,654633,138.87,Nation-state,Weak Passwords,Antivirus,High,43.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2016,1,Ransomware,Education,15.09,914593,16.5,Unattributed,Weak Passwords,AI-based Detection,High,1.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2022,7,Phishing,Telecommunications,73.26,687383,106.58,Nation-state,Weak Passwords,VPN,Medium,8.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2022,7,Ransomware,Healthcare,75.67,413293,183.09,Hacker Group,Zero-day,Antivirus,High,27.0,0,High-Loss Targeted Events - DDoS-Led
UK,2023,8,SQL Injection,Telecommunications,53.82,688014,78.23,Unattributed,Zero-day,Encryption,Medium,18.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2016,1,Ransomware,Government,59.66,854961,69.78,Unattributed,Unpatched Software,AI-based Detection,High,7.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2020,5,Ransomware,Banking,40.86,565080,72.31,Unattributed,Zero-day,Encryption,Medium,6.0,1,Widespread Low-Loss Events - Phishing-Led
France,2023,8,Phishing,Education,31.03,472386,65.69,Nation-state,Zero-day,Encryption,Low,24.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2015,0,Phishing,Retail,49.51,72782,680.25,Unattributed,Zero-day,Encryption,Low,63.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2022,7,DDoS,Retail,64.38,88354,728.66,Nation-state,Social Engineering,AI-based Detection,Medium,52.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2016,1,SQL Injection,Banking,1.73,91560,18.89,Hacker Group,Weak Passwords,AI-based Detection,Low,35.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2023,8,Malware,Healthcare,37.73,158107,238.64,Unattributed,Unpatched Software,AI-based Detection,Low,43.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2024,9,SQL Injection,Government,84.23,568377,148.19,Unattributed,Social Engineering,Antivirus,High,38.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2017,2,DDoS,IT,70.09,417831,167.75,Unattributed,Unpatched Software,Encryption,Medium,36.0,0,High-Loss Targeted Events - DDoS-Led
UK,2017,2,Ransomware,Retail,47.91,153257,312.61,Insider,Zero-day,Encryption,Low,59.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2023,8,Ransomware,IT,34.94,632075,55.28,Insider,Social Engineering,Encryption,Medium,64.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2016,1,Phishing,IT,92.53,219826,420.92,Nation-state,Social Engineering,Antivirus,High,38.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2018,3,DDoS,Retail,41.59,860119,48.35,Nation-state,Unpatched Software,Encryption,High,30.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2016,1,Ransomware,Retail,57.17,50321,1136.11,Nation-state,Social Engineering,Antivirus,Medium,25.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2022,7,Malware,Education,47.12,866057,54.41,Unattributed,Social Engineering,Antivirus,High,17.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2019,4,SQL Injection,Retail,88.98,898679,99.01,Insider,Zero-day,Firewall,High,35.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2015,0,Phishing,Government,41.88,913027,45.87,Insider,Unpatched Software,Antivirus,High,68.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2018,3,Ransomware,IT,78.27,195490,400.38,Unattributed,Zero-day,Antivirus,High,63.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2016,1,Phishing,Retail,27.99,30884,906.29,Nation-state,Unpatched Software,Antivirus,Low,26.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2023,8,DDoS,Telecommunications,51.49,642699,80.12,Unattributed,Social Engineering,Firewall,Medium,51.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2018,3,DDoS,Telecommunications,12.72,959835,13.25,Unattributed,Zero-day,Firewall,High,38.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2023,8,DDoS,IT,31.48,771547,40.8,Hacker Group,Zero-day,Antivirus,High,5.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2016,1,SQL Injection,Healthcare,25.85,79102,326.79,Nation-state,Zero-day,AI-based Detection,Low,4.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2015,0,Phishing,Healthcare,81.75,98634,828.82,Unattributed,Social Engineering,VPN,High,5.0,0,High-Loss Targeted Events - DDoS-Led
China,2015,0,SQL Injection,Telecommunications,75.91,605020,125.47,Insider,Unpatched Software,Antivirus,High,43.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2023,8,SQL Injection,Telecommunications,6.09,590760,10.31,Unattributed,Unpatched Software,Firewall,Medium,32.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2018,3,SQL Injection,Education,75.2,60868,1235.46,Insider,Social Engineering,Antivirus,High,46.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2017,2,SQL Injection,IT,33.15,44750,740.78,Unattributed,Unpatched Software,Firewall,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2024,9,SQL Injection,Telecommunications,10.24,213393,47.99,Unattributed,Social Engineering,Encryption,Low,49.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2019,4,Man-in-the-Middle,Banking,76.03,422890,179.79,Insider,Social Engineering,VPN,High,4.0,0,High-Loss Targeted Events - DDoS-Led
UK,2015,0,SQL Injection,Telecommunications,38.72,943070,41.06,Hacker Group,Zero-day,VPN,High,36.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2018,3,SQL Injection,Education,11.28,433618,26.01,Hacker Group,Social Engineering,Antivirus,Low,59.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2023,8,Man-in-the-Middle,Retail,36.68,231307,158.58,Unattributed,Zero-day,Encryption,Low,4.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2020,5,Man-in-the-Middle,Healthcare,28.81,691190,41.68,Nation-state,Unpatched Software,Firewall,Medium,27.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2018,3,Phishing,Healthcare,39.94,755469,52.87,Hacker Group,Social Engineering,Antivirus,High,58.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2015,0,DDoS,Banking,59.13,182440,324.11,Insider,Zero-day,Firewall,Medium,8.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2019,4,Ransomware,Telecommunications,61.11,605427,100.94,Nation-state,Zero-day,Encryption,Medium,33.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2016,1,DDoS,IT,67.28,413150,162.85,Hacker Group,Social Engineering,Firewall,Medium,27.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2022,7,Malware,Banking,39.62,850339,46.59,Hacker Group,Social Engineering,Firewall,High,50.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2016,1,DDoS,Healthcare,93.14,947960,98.25,Nation-state,Weak Passwords,Firewall,High,55.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2022,7,DDoS,IT,73.98,953770,77.57,Insider,Weak Passwords,Firewall,High,54.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2017,2,Man-in-the-Middle,Government,79.27,923309,85.85,Hacker Group,Unpatched Software,Firewall,High,29.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2021,6,Ransomware,Education,6.77,697935,9.7,Unattributed,Social Engineering,AI-based Detection,Medium,16.0,1,Widespread Low-Loss Events - Phishing-Led
China,2020,5,Ransomware,IT,14.94,557218,26.81,Nation-state,Zero-day,Firewall,Medium,70.0,1,Widespread Low-Loss Events - Phishing-Led
China,2024,9,Man-in-the-Middle,IT,63.79,195858,325.7,Hacker Group,Zero-day,Encryption,Medium,1.0,0,High-Loss Targeted Events - DDoS-Led
UK,2015,0,Man-in-the-Middle,Government,69.96,675955,103.5,Insider,Zero-day,Antivirus,Medium,60.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2020,5,DDoS,Telecommunications,4.52,52302,86.42,Unattributed,Social Engineering,VPN,Low,58.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2015,0,DDoS,Telecommunications,14.55,470471,30.93,Nation-state,Unpatched Software,VPN,Low,53.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2021,6,Malware,Retail,20.52,33426,613.89,Unattributed,Social Engineering,Antivirus,Low,16.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2017,2,Ransomware,Education,12.59,820632,15.34,Unattributed,Social Engineering,AI-based Detection,High,65.0,1,Widespread Low-Loss Events - Phishing-Led
France,2020,5,Malware,Banking,50.19,760230,66.02,Nation-state,Zero-day,VPN,High,56.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2021,6,Ransomware,Healthcare,76.83,603402,127.33,Insider,Zero-day,AI-based Detection,High,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2020,5,Ransomware,Telecommunications,93.89,602474,155.84,Unattributed,Social Engineering,VPN,High,71.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2018,3,Phishing,Healthcare,2.52,414899,6.07,Unattributed,Weak Passwords,Encryption,Low,37.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2024,9,DDoS,Telecommunications,67.47,337890,199.68,Unattributed,Weak Passwords,Antivirus,Medium,35.0,0,High-Loss Targeted Events - DDoS-Led
India,2015,0,SQL Injection,Banking,95.81,42883,2234.22,Unattributed,Zero-day,Encryption,High,37.0,0,High-Loss Targeted Events - DDoS-Led
India,2022,7,Malware,Government,27.09,979810,27.65,Insider,Weak Passwords,VPN,High,34.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,SQL Injection,Government,63.89,946613,67.49,Insider,Social Engineering,AI-based Detection,High,21.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2018,3,DDoS,Retail,1.58,100633,15.7,Insider,Zero-day,Encryption,Low,53.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2017,2,Phishing,Government,59.64,551515,108.14,Unattributed,Zero-day,AI-based Detection,Medium,37.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2023,8,Man-in-the-Middle,Banking,80.97,289046,280.13,Nation-state,Zero-day,Encryption,High,41.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2019,4,Phishing,Banking,1.13,507976,2.22,Hacker Group,Zero-day,AI-based Detection,Medium,70.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2022,7,Phishing,Telecommunications,35.54,604908,58.75,Unattributed,Zero-day,Antivirus,Medium,25.0,1,Widespread Low-Loss Events - Phishing-Led
China,2016,1,Ransomware,IT,37.22,788555,47.2,Insider,Unpatched Software,Encryption,High,43.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,Phishing,Telecommunications,46.28,992092,46.65,Hacker Group,Unpatched Software,Encryption,High,3.0,1,Widespread Low-Loss Events - Phishing-Led
France,2016,1,Ransomware,Education,25.55,883536,28.92,Hacker Group,Unpatched Software,AI-based Detection,High,66.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2023,8,Malware,Retail,99.72,307143,324.67,Hacker Group,Social Engineering,VPN,High,1.0,0,High-Loss Targeted Events - DDoS-Led
USA,2019,4,Ransomware,Banking,47.25,451510,104.65,Hacker Group,Zero-day,VPN,Low,45.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2020,5,SQL Injection,Telecommunications,43.69,269137,162.33,Unattributed,Unpatched Software,AI-based Detection,Low,18.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2020,5,Phishing,Retail,38.96,370096,105.27,Nation-state,Weak Passwords,Encryption,Low,23.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2021,6,SQL Injection,Retail,85.69,172469,496.84,Insider,Weak Passwords,Antivirus,High,16.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2022,7,SQL Injection,Telecommunications,29.02,859311,33.77,Insider,Zero-day,AI-based Detection,High,47.0,1,Widespread Low-Loss Events - Phishing-Led
India,2023,8,Ransomware,Retail,5.57,582097,9.57,Insider,Weak Passwords,Antivirus,Medium,40.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2015,0,Malware,Healthcare,5.79,821803,7.05,Unattributed,Social Engineering,Firewall,High,40.0,1,Widespread Low-Loss Events - Phishing-Led
China,2024,9,DDoS,IT,13.77,928751,14.83,Insider,Social Engineering,Encryption,High,26.0,1,Widespread Low-Loss Events - Phishing-Led
China,2021,6,Ransomware,Healthcare,56.11,255531,219.58,Unattributed,Social Engineering,Firewall,Medium,17.0,0,High-Loss Targeted Events - DDoS-Led
China,2019,4,Ransomware,Government,15.42,555153,27.78,Unattributed,Zero-day,Encryption,Medium,11.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2019,4,Man-in-the-Middle,IT,52.8,633511,83.35,Insider,Zero-day,VPN,Medium,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2024,9,DDoS,Retail,13.17,95351,138.12,Nation-state,Unpatched Software,Antivirus,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2016,1,Phishing,Government,72.34,847817,85.33,Hacker Group,Social Engineering,Firewall,High,13.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2023,8,Phishing,Education,37.38,978508,38.2,Insider,Weak Passwords,Firewall,High,42.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2020,5,Man-in-the-Middle,IT,84.55,392247,215.55,Unattributed,Zero-day,Antivirus,High,7.0,0,High-Loss Targeted Events - DDoS-Led
UK,2016,1,DDoS,Telecommunications,74.5,735,101360.54,Hacker Group,Unpatched Software,Firewall,Medium,69.0,0,High-Loss Targeted Events - DDoS-Led
UK,2022,7,Phishing,Banking,57.89,135941,425.85,Nation-state,Social Engineering,AI-based Detection,Medium,7.0,0,High-Loss Targeted Events - DDoS-Led
France,2016,1,Malware,IT,81.81,331741,246.61,Hacker Group,Social Engineering,Antivirus,High,29.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2023,8,SQL Injection,Education,37.4,662428,56.46,Insider,Weak Passwords,AI-based Detection,Medium,4.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2015,0,Man-in-the-Middle,IT,95.04,566542,167.75,Unattributed,Weak Passwords,Firewall,High,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2019,4,SQL Injection,Retail,15.39,514826,29.89,Hacker Group,Unpatched Software,Firewall,Medium,72.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2022,7,SQL Injection,IT,15.29,42346,361.07,Hacker Group,Unpatched Software,VPN,Low,33.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2016,1,Ransomware,Healthcare,34.29,157547,217.65,Insider,Unpatched Software,AI-based Detection,Low,29.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2023,8,Malware,IT,47.22,404004,116.88,Nation-state,Social Engineering,Encryption,Low,58.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2024,9,SQL Injection,IT,53.71,680584,78.92,Insider,Zero-day,AI-based Detection,Medium,5.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2015,0,DDoS,IT,91.79,846200,108.47,Unattributed,Social Engineering,AI-based Detection,High,26.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2018,3,Man-in-the-Middle,Retail,43.28,22241,1945.96,Hacker Group,Zero-day,Firewall,Low,5.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2020,5,DDoS,Government,32.71,846169,38.66,Hacker Group,Zero-day,VPN,High,59.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2024,9,SQL Injection,Healthcare,69.57,269458,258.18,Insider,Zero-day,Firewall,Medium,15.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2016,1,DDoS,Retail,2.96,990886,2.99,Insider,Weak Passwords,AI-based Detection,High,59.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2024,9,DDoS,Healthcare,70.0,484101,144.6,Hacker Group,Unpatched Software,VPN,Medium,9.0,0,High-Loss Targeted Events - DDoS-Led
USA,2022,7,Ransomware,IT,85.61,826018,103.64,Hacker Group,Weak Passwords,Firewall,High,24.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2021,6,Ransomware,Retail,12.97,425647,30.47,Unattributed,Zero-day,Antivirus,Low,4.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2021,6,Malware,Telecommunications,77.18,347426,222.15,Hacker Group,Zero-day,Antivirus,High,36.0,0,High-Loss Targeted Events - DDoS-Led
India,2018,3,Phishing,IT,13.05,400964,32.55,Nation-state,Weak Passwords,VPN,Low,19.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2019,4,Man-in-the-Middle,Banking,26.02,565292,46.03,Insider,Unpatched Software,Antivirus,Medium,27.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2015,0,DDoS,Retail,11.69,680720,17.17,Nation-state,Zero-day,Encryption,Medium,2.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2020,5,Man-in-the-Middle,Retail,33.75,468856,71.98,Hacker Group,Unpatched Software,Firewall,Low,15.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2021,6,Man-in-the-Middle,Banking,33.3,935265,35.6,Nation-state,Unpatched Software,Firewall,High,20.0,1,Widespread Low-Loss Events - Phishing-Led
China,2021,6,Malware,Banking,92.2,248859,370.49,Nation-state,Social Engineering,Antivirus,High,33.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2017,2,Ransomware,Education,10.32,195872,52.69,Hacker Group,Social Engineering,Antivirus,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2020,5,DDoS,Healthcare,16.65,324899,51.25,Insider,Unpatched Software,Firewall,Low,57.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2018,3,Man-in-the-Middle,Education,2.17,614662,3.53,Unattributed,Weak Passwords,VPN,Medium,37.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2021,6,Ransomware,Education,86.8,852965,101.76,Nation-state,Weak Passwords,Antivirus,High,39.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2021,6,Man-in-the-Middle,IT,70.97,465446,152.48,Unattributed,Unpatched Software,Encryption,Medium,51.0,0,High-Loss Targeted Events - DDoS-Led
USA,2022,7,Phishing,IT,48.71,520480,93.59,Insider,Weak Passwords,VPN,Medium,66.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2017,2,Man-in-the-Middle,Healthcare,54.54,892665,61.1,Insider,Unpatched Software,VPN,High,31.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2020,5,DDoS,Government,40.98,191369,214.14,Insider,Unpatched Software,Firewall,Low,65.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2015,0,DDoS,Education,76.22,769794,99.01,Nation-state,Zero-day,AI-based Detection,High,29.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2023,8,Phishing,IT,29.42,957199,30.74,Hacker Group,Social Engineering,AI-based Detection,High,49.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2021,6,SQL Injection,Education,17.55,519698,33.77,Insider,Social Engineering,Encryption,Medium,30.0,1,Widespread Low-Loss Events - Phishing-Led
China,2020,5,SQL Injection,Banking,80.98,708357,114.32,Unattributed,Weak Passwords,Antivirus,High,49.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2015,0,Malware,Telecommunications,4.52,252949,17.87,Insider,Unpatched Software,Firewall,Low,51.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2016,1,Man-in-the-Middle,Banking,3.57,882784,4.04,Insider,Weak Passwords,VPN,High,31.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2022,7,DDoS,Education,92.06,721334,127.62,Insider,Social Engineering,VPN,High,31.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2024,9,Ransomware,Telecommunications,9.74,118118,82.46,Unattributed,Social Engineering,VPN,Low,17.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2016,1,Ransomware,Retail,59.44,964115,61.65,Nation-state,Unpatched Software,Firewall,High,48.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2018,3,Malware,Government,25.53,505404,50.51,Insider,Zero-day,AI-based Detection,Medium,30.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2018,3,Malware,Education,99.09,395264,250.69,Unattributed,Weak Passwords,Antivirus,High,5.0,0,High-Loss Targeted Events - DDoS-Led
